timestamp,state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price
1523025126,Gujarat,Amreli,Amreli,"Sesamum(Sesame,Gingelly,Til)",White,06/04/2018,5000,8530,8125
1523025126,Gujarat,Amreli,Amreli,Wheat,Lokwan,06/04/2018,1515,1935,1825
1523025126,Gujarat,Amreli,Bagasara,Cotton,Other,06/04/2018,3600,4750,4157
1523025126,Gujarat,Amreli,Rajula,"Cummin Seed(Jeera)","Cummin Seed(Jeera)",06/04/2018,13000,15000,14000
1523025126,Gujarat,Amreli,Rajula,"Methi Seeds",Methiseeds,06/04/2018,2250,2755,2503
1523025126,Gujarat,Amreli,Rajula,"Sesamum(Sesame,Gingelly,Til)",Black,06/04/2018,7250,7955,7603
1523025126,Gujarat,Amreli,Rajula,"Sesamum(Sesame,Gingelly,Til)",White,06/04/2018,7255,7880,7668
1523025126,Gujarat,Amreli,Savarkundla,"Bajra(Pearl Millet/Cumbu)",Deshi,06/04/2018,1250,1600,1425
1523025126,Gujarat,Amreli,Savarkundla,"Black Gram (Urd Beans)","Black Gram (Whole)",06/04/2018,3250,3250,3250
1523025126,Gujarat,Amreli,Savarkundla,"Castor Seed","Castor seed",06/04/2018,3250,3785,3518
1523025126,Gujarat,Amreli,Savarkundla,Cotton,"Narma BT Cotton",06/04/2018,4000,5025,4513
1523025126,Gujarat,Amreli,Savarkundla,"Cummin Seed(Jeera)","Cummin Seed(Jeera)",06/04/2018,12875,15000,13938
1523025126,Gujarat,Amreli,Savarkundla,Jowar(Sorghum),"Jowar ( White)",06/04/2018,2075,3450,2763
1523025126,Gujarat,Amreli,Savarkundla,"Sesamum(Sesame,Gingelly,Til)",Black,06/04/2018,7000,7750,7375
1523025126,Gujarat,Amreli,Savarkundla,"Sesamum(Sesame,Gingelly,Til)",White,06/04/2018,6000,7000,6500
1523025126,Gujarat,Amreli,Savarkundla,Wheat,Lokwan,06/04/2018,1650,2105,1878
1523025126,Gujarat,Anand,"Anand(Veg,Yard,Anand)","Bottle gourd",Other,06/04/2018,250,300,275
1523025126,Gujarat,Anand,"Anand(Veg,Yard,Anand)",Brinjal,Other,06/04/2018,300,400,350
1523025126,Gujarat,Anand,"Anand(Veg,Yard,Anand)","Green Chilli",Other,06/04/2018,750,1000,850
1523025126,Gujarat,Anand,"Khambhat(Grain Market)","Bajra(Pearl Millet/Cumbu)",Other,06/04/2018,1050,1240,1130
1523025126,Gujarat,Anand,"Khambhat(Grain Market)",Wheat,Other,06/04/2018,1510,2010,1850
1523025126,Gujarat,Anand,Tarapur,Wheat,Other,06/04/2018,1450,2060,1668
1523025126,Gujarat,Banaskanth,Deesa,"Bajra(Pearl Millet/Cumbu)",Other,06/04/2018,1225,1390,1300
1523025126,Gujarat,Banaskanth,Deesa,"Castor Seed",Other,06/04/2018,3905,3935,3925
1523025126,Gujarat,Banaskanth,Deesa,Mustard,Other,06/04/2018,3400,3605,3500
1523025126,Gujarat,Banaskanth,Deesa,"Suva (Dill Seed)",Other,06/04/2018,4000,4115,4100
1523025126,Gujarat,Banaskanth,Deesa,Wheat,Other,06/04/2018,1575,2180,1800
1523025126,Gujarat,Banaskanth,Deesa(Bhildi),"Bajra(Pearl Millet/Cumbu)",Other,06/04/2018,1230,1290,1275
1523025126,Gujarat,Banaskanth,Deesa(Bhildi),"Castor Seed",Other,06/04/2018,3800,3935,3915
1523025126,Gujarat,Banaskanth,Deesa(Bhildi),"Cummin Seed(Jeera)",Other,06/04/2018,13165,13855,13500
1523025126,Gujarat,Banaskanth,Deesa(Bhildi),Mustard,Other,06/04/2018,2750,3480,3400
1523025126,Gujarat,Banaskanth,Deesa(Bhildi),Rajgir,Other,06/04/2018,4000,4605,4400
1523025126,Gujarat,Banaskanth,Deesa(Bhildi),Soanf,Other,06/04/2018,5350,5350,5350
1523025126,Gujarat,Banaskanth,Deesa(Bhildi),Wheat,Other,06/04/2018,1500,1855,1750
1523025126,Gujarat,Banaskanth,Dhanera,"Bajra(Pearl Millet/Cumbu)",Hybrid,06/04/2018,1180,1400,1290
1523025126,Gujarat,Banaskanth,Dhanera,"Castor Seed",Other,06/04/2018,3850,3915,3882
1523025126,Gujarat,Banaskanth,Dhanera,"Cummin Seed(Jeera)",Other,06/04/2018,11675,14700,13187
1523025126,Gujarat,Banaskanth,Dhanera,"Guar Seed(Cluster Beans Seed)",Other,06/04/2018,3620,3750,3685
1523025126,Gujarat,Banaskanth,Dhanera,Mustard,Other,06/04/2018,3250,3655,3452
1523025126,Gujarat,Banaskanth,Dhanera,"Suva (Dill Seed)",Other,06/04/2018,2750,4200,3475
1523025126,Gujarat,Banaskanth,Dhanera,Wheat,Other,06/04/2018,1455,1800,1627
1523025126,Gujarat,Banaskanth,Palanpur,"Castor Seed","Castor seed",06/04/2018,3875,3950,3912
1523025126,Gujarat,Banaskanth,Palanpur,Mustard,Mustard,06/04/2018,3225,3585,3405
1523025126,Gujarat,Banaskanth,Palanpur,Rajgir,Other,06/04/2018,3500,4905,4202
1523025126,Gujarat,Banaskanth,Palanpur,Soanf,Other,06/04/2018,5000,11500,8250
1523025126,Gujarat,Banaskanth,Palanpur,Wheat,Other,06/04/2018,1460,2625,2042
1523025126,Gujarat,Banaskanth,Thara,"Bajra(Pearl Millet/Cumbu)",Other,06/04/2018,1100,1160,1130
1523025126,Gujarat,Banaskanth,Thara,"Castor Seed",Other,06/04/2018,3900,3955,3927
1523025126,Gujarat,Banaskanth,Thara,"Cummin Seed(Jeera)",Other,06/04/2018,12900,17500,15200
1523025126,Gujarat,Banaskanth,Thara,"Guar Seed(Cluster Beans Seed)",Other,06/04/2018,3325,3330,3327
1523025126,Gujarat,Banaskanth,Thara,Mustard,Other,06/04/2018,3400,3525,3462
1523025126,Gujarat,Banaskanth,Thara,Soanf,Other,06/04/2018,5000,8465,6732
1523025126,Gujarat,Banaskanth,Thara,"Suva (Dill Seed)",Other,06/04/2018,3950,4155,4052
1523025126,Gujarat,Banaskanth,Thara,Wheat,Other,06/04/2018,1450,1825,1637
1523025126,Gujarat,Bharuch,Ankleshwar,"Bottle gourd","Bottle Gourd",06/04/2018,425,875,650
1523025126,Gujarat,Bharuch,Ankleshwar,Brinjal,Brinjal,06/04/2018,800,1200,1025
1523025126,Gujarat,Bharuch,Ankleshwar,Coriander(Leaves),Coriander,06/04/2018,1700,2100,1925
1523025126,Gujarat,Bharuch,Ankleshwar,Ginger(Green),"Green Ginger",06/04/2018,2600,3000,2825
1523025126,Gujarat,Bharuch,Ankleshwar,"Green Chilli","Green Chilly",06/04/2018,1700,2600,2375
1523025126,Gujarat,Bharuch,Ankleshwar,Lemon,Lemon,06/04/2018,5750,6650,6425
1523025126,Gujarat,Bharuch,Ankleshwar,Tomato,Tomato,06/04/2018,425,650,600
1523025126,Gujarat,Bharuch,Jambusar,"Bajra(Pearl Millet/Cumbu)",Other,06/04/2018,1400,1600,1500
1523025126,Gujarat,Bharuch,Jambusar,"Castor Seed",Other,06/04/2018,3500,3900,3700
1523025126,Gujarat,Bharuch,Jambusar,Cotton,Other,06/04/2018,4200,4600,4400
1523025126,Gujarat,Bharuch,Jambusar,Jowar(Sorghum),Other,06/04/2018,1700,2100,1900
1523025126,Gujarat,Bharuch,Jambusar,Wheat,Other,06/04/2018,2100,2500,2300
1523025126,Gujarat,Bharuch,Jambusar(Kaavi),"Castor Seed",Other,06/04/2018,3400,3900,3700
1523025126,Gujarat,Bharuch,Jambusar(Kaavi),Cotton,Other,06/04/2018,4100,4700,4400
1523025126,Gujarat,Bharuch,Jambusar(Kaavi),Jowar(Sorghum),Other,06/04/2018,1700,2100,1900
1523025126,Gujarat,Bhavnagar,Bhavnagar,"Black Gram (Urd Beans)",Other,06/04/2018,2540,2540,2540
1523025126,Gujarat,Bhavnagar,Bhavnagar,Cotton,Other,06/04/2018,3900,5295,4600
1523025126,Gujarat,Bhavnagar,Bhavnagar,"Cummin Seed(Jeera)",Other,06/04/2018,15650,15650,15650
1523025126,Gujarat,Bhavnagar,Bhavnagar,Groundnut,G20,06/04/2018,2825,3525,3175
1523025126,Gujarat,Bhavnagar,Bhavnagar,"Methi Seeds",Other,06/04/2018,2505,2505,2505
1523025126,Gujarat,Bhavnagar,Bhavnagar,"Sesamum(Sesame,Gingelly,Til)",Black,06/04/2018,6000,7000,6500
1523025126,Gujarat,Bhavnagar,Bhavnagar,Tomato,Tomato,06/04/2018,800,1400,1100
1523025126,Gujarat,Bhavnagar,"Mahuva(Station Road)","Bajra(Pearl Millet/Cumbu)",Hybrid,06/04/2018,945,1340,1200
1523025126,Gujarat,Bhavnagar,"Mahuva(Station Road)",Cotton,"Shanker 6 (B) 30mm FIne",06/04/2018,3615,4575,4200
1523025126,Gujarat,Dahod,Dahod,"Arhar (Tur/Red Gram)","Arhar (Whole)",06/04/2018,3400,3600,3600
1523025126,Gujarat,Dahod,Dahod,"Bajra(Pearl Millet/Cumbu)",Other,06/04/2018,1100,1300,1200
1523025126,Gujarat,Dahod,Dahod,Beans,"Beans (Whole)",06/04/2018,4000,4700,4600
1523025126,Gujarat,Dahod,Dahod,"Bengal Gram(Gram)","Desi (Whole)",06/04/2018,3600,3650,3620
1523025126,Gujarat,Dahod,Dahod,"Black Gram (Urd Beans)","Black Gram (Whole)",06/04/2018,3000,3400,3200
1523025126,Gujarat,Dahod,Dahod,"Castor Seed","Castor seed",06/04/2018,3600,3700,3650
1523025126,Gujarat,Dahod,Dahod,"Castor Seed",Other,06/04/2018,3450,3550,3500
1523025126,Gujarat,Dahod,Dahod,"Corriander seed","Coriander Seed",06/04/2018,6000,8000,7000
1523025126,Gujarat,Dahod,Dahod,Jowar(Sorghum),"Jowar ( White)",06/04/2018,1150,1400,1300
1523025126,Gujarat,Dahod,Dahod,Soyabean,Soyabeen,06/04/2018,3750,3775,3760
1523025126,Gujarat,Dahod,Dahod,Wheat,Lokwan,06/04/2018,1700,1795,1740
1523025126,Gujarat,Dahod,"Dahod(Veg. Market)","Bottle gourd","Bottle Gourd",06/04/2018,500,1000,700
1523025126,Gujarat,Dahod,"Dahod(Veg. Market)",Brinjal,Brinjal,06/04/2018,300,1000,600
1523025126,Gujarat,Dahod,"Dahod(Veg. Market)",Coriander(Leaves),Coriander,06/04/2018,1000,2000,1500
1523025126,Gujarat,Dahod,"Dahod(Veg. Market)",Ginger(Green),"Green Ginger",06/04/2018,2500,3500,3200
1523025126,Gujarat,Dahod,"Dahod(Veg. Market)","Green Chilli","Green Chilly",06/04/2018,1500,3000,2200
1523025126,Gujarat,Dahod,"Dahod(Veg. Market)",Onion,Onion,06/04/2018,300,900,700
1523025126,Gujarat,Dahod,"Dahod(Veg. Market)",Potato,Potato,06/04/2018,700,1500,1300
1523025126,Gujarat,Dahod,"Dahod(Veg. Market)",Tomato,Tomato,06/04/2018,250,700,600
1523025126,Gujarat,Dahod,Davgadbaria(Piplod),Paddy(Dhan),Common,06/04/2018,1375,1395,1385
1523025126,Gujarat,Dahod,Devgadhbaria,Paddy(Dhan),Common,06/04/2018,1375,1395,1385
1523025126,Gujarat,Gandhinagar,Dehgam,"Bajra(Pearl Millet/Cumbu)",Other,06/04/2018,1075,1100,1087
1523025126,Gujarat,Gandhinagar,Dehgam,"Castor Seed",Other,06/04/2018,3845,3905,3875
1523025126,Gujarat,Gandhinagar,Dehgam,Wheat,Other,06/04/2018,1485,1905,1695
1523025126,Gujarat,Gandhinagar,Dehgam(Rekhiyal),"Bajra(Pearl Millet/Cumbu)",Other,06/04/2018,1050,1075,1062
1523025126,Gujarat,Gandhinagar,Dehgam(Rekhiyal),"Castor Seed",Other,06/04/2018,3825,3900,3862
1523025126,Gujarat,Gandhinagar,Dehgam(Rekhiyal),Wheat,Other,06/04/2018,1475,1875,1675
1523025126,Gujarat,Gandhinagar,Mansa,"Barley (Jau)",Deshi,06/04/2018,1305,1350,1305
1523025126,Gujarat,Gandhinagar,Mansa,"Castor Seed","Castor seed",06/04/2018,3800,3920,3890
1523025126,Gujarat,Gandhinagar,Mansa,"Guar Seed(Cluster Beans Seed)",Split,06/04/2018,3750,3945,3840
1523025126,Gujarat,Gandhinagar,Mansa,Mustard,Mustard,06/04/2018,3375,3450,3425
1523025126,Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)","Bottle gourd",Other,06/04/2018,300,500,400
1523025126,Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)","Green Chilli",Other,06/04/2018,1500,3000,2500
1523025126,Gujarat,Gandhinagar,Randheja(Chiloda),Wheat,Other,06/04/2018,1450,1575,1512
1523025126,Gujarat,Jamnagar,Bhanvad,Groundnut,G20,06/04/2018,3200,3350,3300
1523025126,Gujarat,Jamnagar,Dhrol,"Black Gram (Urd Beans)",Other,06/04/2018,2400,2950,2675
1523025126,Gujarat,Jamnagar,Dhrol,"Castor Seed",Other,06/04/2018,3270,3655,3465
1523025126,Gujarat,Jamnagar,Dhrol,Cotton,Other,06/04/2018,4275,5200,4740
1523025126,Gujarat,Jamnagar,Dhrol,"Cummin Seed(Jeera)",Other,06/04/2018,10600,14400,12500
1523025126,Gujarat,Jamnagar,Dhrol,Mustard,Other,06/04/2018,2850,3050,2950
1523025126,Gujarat,Jamnagar,Dhrol,Wheat,Other,06/04/2018,1380,1900,1640
1523025126,Gujarat,Junagarh,Junagadh,"Arhar (Tur/Red Gram)","Arhar (Whole)",06/04/2018,3750,4450,4125
1523025126,Gujarat,Junagarh,Junagadh,"Bajra(Pearl Millet/Cumbu)",Bold,06/04/2018,1000,1145,1075
1523025126,Gujarat,Junagarh,Junagadh,"Black Gram (Urd Beans)","Black Gram (Whole)",06/04/2018,2500,3900,3500
1523025126,Gujarat,Junagarh,Junagadh,"Castor Seed","Castor seed",06/04/2018,3600,3760,3700
1523025126,Gujarat,Junagarh,Junagadh,"Corriander seed","Coriander Seed",06/04/2018,3750,4760,4250
1523025126,Gujarat,Junagarh,Junagadh,"Cummin Seed(Jeera)","Cummin Seed(Jeera)",06/04/2018,11000,14450,14000
1523025126,Gujarat,Junagarh,Junagadh,"Green Gram (Moong)","Green (Whole)",06/04/2018,3500,4275,4000
1523025126,Gujarat,Junagarh,Junagadh,Groundnut,Bold,06/04/2018,2600,3395,3100
1523025126,Gujarat,Junagarh,Junagadh,"Groundnut (Split)",Groundnut(Split),06/04/2018,3250,4060,3800
1523025126,Gujarat,Junagarh,Junagadh,"Isabgul (Psyllium)","Isabgul (Psyllium)",06/04/2018,6250,7015,6500
1523025126,Gujarat,Junagarh,Junagadh,Jowar(Sorghum),"Jowar ( White)",06/04/2018,1800,1800,1800
1523025126,Gujarat,Junagarh,Junagadh,"Kulthi(Horse Gram)","Horse gram (Whole)",06/04/2018,3250,3580,3450
1523025126,Gujarat,Junagarh,Junagadh,"Sesamum(Sesame,Gingelly,Til)",Black,06/04/2018,6000,7895,7625
1523025126,Gujarat,Junagarh,Junagadh,"Sesamum(Sesame,Gingelly,Til)",White,06/04/2018,5500,8140,7750
1523025126,Gujarat,Junagarh,Junagadh,Soyabean,Soyabeen,06/04/2018,3250,3625,3575
1523025126,Gujarat,Junagarh,Junagadh,Wheat,Lokwan,06/04/2018,1475,1700,1575
1523025126,Gujarat,Junagarh,Junagadh,Wheat,Sharbati,06/04/2018,1500,1935,1750
1523025126,Gujarat,Junagarh,Mangrol,"Bajra(Pearl Millet/Cumbu)",Hybrid,06/04/2018,1250,1300,1280
1523025126,Gujarat,Junagarh,Mangrol,"Corriander seed","Coriander Seed",06/04/2018,4000,4605,4500
1523025126,Gujarat,Junagarh,Mangrol,Groundnut,G20,06/04/2018,3500,3550,3530
1523025126,Gujarat,Junagarh,Mangrol,Jowar(Sorghum),"Jowar ( White)",06/04/2018,2000,2400,2300
1523025126,Gujarat,Junagarh,Talalagir,"Bottle gourd",Other,06/04/2018,600,800,700
1523025126,Gujarat,Junagarh,Talalagir,Brinjal,Other,06/04/2018,750,950,850
1523025126,Gujarat,Junagarh,Talalagir,Carrot,Other,06/04/2018,1500,1700,1600
1523025126,Gujarat,Junagarh,Talalagir,"Green Chilli",Other,06/04/2018,2800,3000,2900
1523025126,Gujarat,Junagarh,Talalagir,Methi(Leaves),Other,06/04/2018,2400,2600,2500
1523025126,Gujarat,Junagarh,Visavadar,"Black Gram (Urd Beans)",Other,06/04/2018,2900,3460,3180
1523025126,Gujarat,Junagarh,Visavadar,"Castor Seed",Other,06/04/2018,3320,3630,3475
1523025126,Gujarat,Junagarh,Visavadar,Cotton,Other,06/04/2018,3980,5010,4495
1523025126,Gujarat,Junagarh,Visavadar,"Cummin Seed(Jeera)",Other,06/04/2018,12000,13200,12600
1523025126,Gujarat,Junagarh,Visavadar,"Ground Nut Seed","Ground Nut Seed",06/04/2018,3750,4150,3950
1523025126,Gujarat,Junagarh,Visavadar,"Methi Seeds",Other,06/04/2018,2440,3110,2775
1523025126,Gujarat,Junagarh,Visavadar,Onion,Onion,06/04/2018,205,445,325
1523025126,Gujarat,Junagarh,Visavadar,"Sesamum(Sesame,Gingelly,Til)",Black,06/04/2018,6910,7820,7365
1523025126,Gujarat,Junagarh,Visavadar,"Sesamum(Sesame,Gingelly,Til)",White,06/04/2018,6250,7300,6775
1523025126,Gujarat,Junagarh,Visavadar,Wheat,"Lokwan Gujrat",06/04/2018,1500,1700,1600
1523025126,Gujarat,Kheda,Balasinor,"Castor Seed",Other,06/04/2018,3800,3900,3900
1523025126,Gujarat,Kheda,Balasinor,Mustard,Other,06/04/2018,3300,3375,3375
1523025126,Gujarat,Kheda,Balasinor,Soanf,Other,06/04/2018,5500,7000,6000
1523025126,Gujarat,Kheda,Mehmadabad,Wheat,"Lokwan Gujrat",06/04/2018,1500,1650,1600
1523025126,Gujarat,Kheda,Nadiad,Soanf,Soanf,06/04/2018,5450,12225,9400
1523025126,Gujarat,Kheda,Nadiyad(Piplag),"Bottle gourd","Bottle Gourd",06/04/2018,200,250,225
1523025126,Gujarat,Kheda,Nadiyad(Piplag),Brinjal,Brinjal,06/04/2018,100,150,125
1523025126,Gujarat,Kheda,Nadiyad(Piplag),Coriander(Leaves),Coriander,06/04/2018,800,1000,900
1523025126,Gujarat,Kheda,Nadiyad(Piplag),Ginger(Green),"Green Ginger",06/04/2018,2500,2600,2550
1523025126,Gujarat,Kheda,Nadiyad(Piplag),Lemon,Lemon,06/04/2018,7500,8000,7750
1523025126,Gujarat,Kheda,Nadiyad(Piplag),Onion,Onion,06/04/2018,700,800,750
1523025126,Gujarat,Kheda,Nadiyad(Piplag),Potato,Potato,06/04/2018,1000,1100,1050
1523025126,Gujarat,Kheda,Nadiyad(Piplag),Tomato,Tomato,06/04/2018,200,300,250
1523025126,Gujarat,Mehsana,Becharaji,"Castor Seed",Other,06/04/2018,3850,3890,3870
1523025126,Gujarat,Mehsana,Becharaji,"Cummin Seed(Jeera)",Other,06/04/2018,11000,13800,12400
1523025126,Gujarat,Mehsana,Becharaji,Mustard,Other,06/04/2018,3375,3425,3400
1523025126,Gujarat,Mehsana,Becharaji,"Suva (Dill Seed)",Other,06/04/2018,4000,4565,4282
1523025126,Gujarat,Mehsana,Becharaji,Wheat,Other,06/04/2018,1425,1575,1500
1523025126,Gujarat,Mehsana,Kadi,"Castor Seed",Caster,06/04/2018,3865,3915,3900
1523025126,Gujarat,Mehsana,Kadi,"Guar Seed(Cluster Beans Seed)",Whole,06/04/2018,3500,3860,3800
1523025126,Gujarat,Mehsana,Kadi,Mustard,Mustard,06/04/2018,3340,3380,3350
1523025126,Gujarat,Mehsana,Kadi,Soanf,Other,06/04/2018,4630,8500,5500
1523025126,Gujarat,Mehsana,Kadi,"Suva (Dill Seed)","Suva (Dill Seed)",06/04/2018,3850,4450,4300
1523025126,Gujarat,Mehsana,"Kadi(Kadi cotton Yard)",Cotton,"Shanker 6 (B) 30mm FIne",06/04/2018,3500,5445,5000
1523025126,Gujarat,Mehsana,Unava,"Castor Seed",Other,06/04/2018,3850,3955,3925
1523025126,Gujarat,Mehsana,Unava,Cotton,Other,06/04/2018,4005,5315,5105
1523025126,Gujarat,Mehsana,Unava,Mustard,Other,06/04/2018,3355,3420,3410
1523025126,Gujarat,Mehsana,Unjha,"Cummin Seed(Jeera)","Cummin Seed(Jeera)",06/04/2018,11500,18000,14300
1523025126,Gujarat,Mehsana,Unjha,"Isabgul (Psyllium)","Isabgul (Psyllium)",06/04/2018,5850,9305,7050
1523025126,Gujarat,Mehsana,Unjha,Mustard,Mustard,06/04/2018,3500,3850,3550
1523025126,Gujarat,Mehsana,Unjha,Mustard,Sarson(Black),06/04/2018,3675,4275,4150
1523025126,Gujarat,Mehsana,Unjha,"Sesamum(Sesame,Gingelly,Til)",Sesame,06/04/2018,7575,7575,7575
1523025126,Gujarat,Mehsana,Unjha,Soanf,Soanf,06/04/2018,4750,18700,7250
1523025126,Gujarat,Mehsana,Unjha,"Suva (Dill Seed)","Suva (Dill Seed)",06/04/2018,4200,4625,4500
1523025126,Gujarat,Mehsana,Vijapur,"Castor Seed",Other,06/04/2018,3875,3955,3920
1523025126,Gujarat,Mehsana,Vijapur,Wheat,Other,06/04/2018,1450,2030,1675
1523025126,Gujarat,Mehsana,Vijapur(Gojjariya),"Castor Seed",Other,06/04/2018,3850,3915,3900
